text,isAddress,block_num,left_top,right_bot
"Signature Date Driver Name Phone  Terms of Agreement  1. CARRIER named herein is duly licensed, insured, and authorized to transport property for hire. CARRIER shall provide the necessary equipment and qualified personnel at the rate(s) agreed herein. CARRIER will not subcontract, assign, interline, or transfer the transportation to any other motor carrier. CARRIER warrants its compliance with California Air Resource Board (ARB) regulations and that all shipments tendered to CARRIER by BROKER transported within the State of California shall be transported by equipment: trailers, containers, truck vans, shipping containers, railcars, and tractors that are in compliance with (i) the California Air Resources Board Heavy-Duty Vehicle Greenhouse Gas (Tractor-Trailer GHG) Emission Reduction Regulations; (ii) all refrigerated equipment shall be in compliance with the California Air Resources Board Transport Refrigerated Unit Airborne Toxic Control Measure, and in-use regulations; and (iii) the California Air Resources Board Truck and Bus Regulation or On-Road Heavy-Duty Diesel Vehicles (In-Use) Regulation. CARRIER assigns to BROKER the right to collect freight charges and to pay the delivering motor carrier. BROKER is the sole party responsible for payment of the rate(s). CARRIER hereby waives and releases all liens against the cargo. CARRIER agrees that all shipments will be transported with reasonable dispatch. CARRIER's liability for freight loss or damage from any cause shall be for the full actual value of the lost or damaged freight under 49 U.S.C. §14706. CARRIER's Rules Circular (if any), and tariff rates or provisions (if any) which conflict shall not apply. CARRIER expressly waives applicability of any provisions of the NMFTA Uniform Straight Bill of Lading which conflict with the terms of service herein, including the rate(s). CARRIER shall defend, indemnify, and hold BROKER, BROKER's customer, and each of their affiliated entities harmless from all loss, liability, damage, claim, fine, cost or expense, including reasonable attorney's fees and costs, arising out of CARRIER's performance, including claims for personal injury and property damage caused by CARRIER's negligence and willful misconduct. CARRIER irrevocably submits to the jurisdiction of the federal and state courts located within Duval County, Florida. All invoices must include a signed bill of lading and a signed rate confirmation and must be sent to billing@agxfreight.com. If you must mail (not preferred), send to: AGX Freight Logistics, LLC, 11764 Marco Beach Drive, Jacksonville, FL 32224. For Quick Pay, send your invoice and backup to billing@agxfreight.com with “Quick Pay via ACH” (2% Fee) or ""Quick Pay via Comchek"" (2.5% Fee) in the subject of the email.",1,0,"(43, 1378)","(1641, 1961)"
text,isAddress,block_num,left_top,right_bot
"Shipper/Exporter (complete name and address) BLUE VALLEY WOOD CO., LTD LOT 1B6, CN8 AND CN13 STREET, TAN BINH INDUSTRIAL PARK, HUNG HOA VILLAGE, BAU BANG DISTRICT, BINH DUONG PROVINCE, VIET NAM",1,0,"(105, 67)","(801, 188)"
Bill of Lading No. A2210530535,0,1,"(1223, 68)","(1401, 122)"
"BILL OF LADING  Apex Maritime Co., Inc. OTI License No. 003338NF",0,0,"(1075, 212)","(1559, 342)"
"Consignee (complete name and address’ HIGHLAND CABINETRY INC  3011 E BROADWAY ROAD PHOENIX, AZ. 85040 TEL: (480) 755 2280 - FAX: (480) 820 2139",1,0,"(105, 300)","(619, 400)"
"Received by the Carrier the Goods as specified herein in apparent good order and condition unless otherwise stated, to be transported to such place as agreed, authorized or permitted herein and subject to all the terms and conditions appearing on the front and reverse of this Bill of Lading to which the Merchant agrees by accepting the Bill of Lading. Any local privileges and customs notwithstanding.  The particulars given by the shipper and the weight, measure, quantity, condition, contents and value of the Goods are unknown to the Carrier.",0,0,"(863, 352)","(1615, 522)"
"Notify party (complete name and address) HIGHLAND CABINETRY INC 3011 E BROADWAY ROAD PHOENIX, AZ. 85040 TEL: (480) 755 2280 - FAX: (480) 820 2139",1,0,"(105, 498)","(619, 604)"
"In WITNESS WHEREOF, the number of original bills of lading stated below have been signed. Whenever one original bill of lading has been surrendered, the others shall stand void.",0,0,"(865, 534)","(1589, 601)"
One endorsed original of this bill of lading must be surrendered in exchange for the Goods or Containers or other Packages.,0,0,"(866, 614)","(1623, 667)"
Place of receipt  HO CHI MINH CITY,0,0,"(105, 707)","(317, 756)"
"Port of loading CAI MEP, VN",0,3,"(479, 702)","(627, 752)"
Vessel/Voyage ONE ARCADIA V.062E,0,0,"(107, 768)","(353, 820)"
"Port of discharge LOS ANGELES, CA",0,0,"(105, 838)","(317, 890)"
"Place of delivery LOS ANGELES, CA",0,4,"(477, 838)","(691, 890)"
Final destination(for the Merchant's reference)  PORT,0,0,"(845, 838)","(1241, 888)"
PARTICULARS FURNISHED BY SHIPPER,0,0,"(683, 915)","(1046, 939)"
MKS&NOS/CONTAINER NOS,0,0,"(119, 954)","(379, 982)"
NO. OF PKGS.,0,0,"(427, 954)","(559, 982)"
"DESCRIPTION OF PACKAGES AND GOODS,  FREIGHT COLLECT  SHIPPER'S LOAD, STOW, WEIGHT AND COUNT 40HD 547 CARTON(S) CY/CY 40HD 642 CARTON(S) CY/CY 40HD 702 CARTON(S) CY/CY 40HD 580 CARTON(S) CY/CY 40HD 920 CARTON(S) CY/CY 40HD 889 CARTON(S) CY/CY 40HD 682 CARTON(S) CY/CY",0,9,"(593, 954)","(1099, 1194)"
GROSS WEIGHT,0,0,"(1253, 954)","(1409, 982)"
MEASUREMENT,0,0,"(1453, 954)","(1607, 982)"
Container TCLU6720562 FSCU8552514 BMOU5387018 TLLU4599505 TLLU4208025 NYKU4886067 NYKU4345648,0,0,"(103, 1006)","(253, 1186)"
"Seal No.  VN1659703A VN1659743A VN1659693A, VN1659715A. VN1659561A VN1659564A, VN1659714A",0,8,"(387, 1015)","(519, 1194)"
19432.32KGS 19369.84KGS 19420.50KGS 19432.61KGS 19479.50KGS 19394.10KGS 19586.20KGS,0,10,"(1310, 1029)","(1447, 1188)"
54.896CBM 52.187CBM 55.092CBM 53.093CBM 58.410CBM 55.537CBM 53.130CBM  382.345CBM,0,0,"(1483, 1028)","(1613, 1230)"
TOTAL 4962 CARTON(S)  INVOICE NO 394/EM20221008Al  KITCHEN CABINETS & ACCESSORIES  KITCHEN CABINETS-HTS 94034000 ACCESSORIES-HTS94039090  SAY TOTAL: SEVEN FORTY FT.HD CONTAINERS ONLY.,1,9,"(591, 1208)","(1124, 1343)"
136115.07KGS,0,10,"(1299, 1204)","(1447, 1232)"
N/M,0,0,"(104, 1227)","(152, 1251)"
Carrier's Tiability is Timited- Excess Value Declaration:Refer to Clause 5 on reverse side,0,0,"(124, 1611)","(595, 1652)"
ON BOARD DATE:,0,9,"(991, 1650)","(1197, 1678)"
10/17/2022,0,10,"(1225, 1650)","(1351, 1678)"
Freight and charges:,0,0,"(120, 1687)","(305, 1717)"
Prepaid,0,11,"(474, 1687)","(553, 1717)"
Collect ICOLLECT,0,12,"(651, 1689)","(767, 1738)"
"FOR DELIVERY OF GOODS PLEASE APPLY 10: APEX MARITIME CoO., INC.  577 AIRPORT BLVD SUITE 800 BURLINGAME, CA 94010  TEL: 650 589-2575FAX: 650 589-8861",1,0,"(845, 1689)","(1290, 1812)"
GRAND TOTAL,0,0,"(123, 1928)","(265, 1956)"
COLLECT,0,14,"(649, 1926)","(765, 1958)"
PLACE AND DATE OF ISSUE HO CHI MINH CITY 10/17/2022,0,0,"(857, 1930)","(1416, 1958)"
Number of original B/L(s) THREE(3),0,0,"(103, 1970)","(319, 2020)"
Shipper - reference S/O No.,0,15,"(459, 1978)","(628, 2025)"
AS AGENTS FOR THE CARRIER,0,0,"(935, 2062)","(1225, 2090)"
text,isAddress,block_num,left_top,right_bot
"LEADER AIR & SEA, INC. 1200 NORTH ARLINGTON HEIGHTS ROAD, SUITE 230 ITASCA, IL 60143 EIN#:16-1721246 ATTN: ALLEN HSU FMC-OTI No. 026690N TEL: 630-6161860 FAX: 630-6161861 EMAIL: annb@leaderairsea.com  PICK-UP & DELIVERY INSTRUCTION",1,0,"(66, 63)","(1620, 319)"
"To Trucking Co.  NGL TRANSPORTATION, LLC 6602 W. GRANT ST PHOENIX, AZ 85043 JAEKY LEE TEL :623-930-0932 lee@ngltrans.com Pick-Up At : PIER ""J"" TERMINAL (W182) LGB PACIFIC MARITIME SERVICES SSA TERMINAL 1521 AV J LONG BEACH, CA 90813, UNITED STATES TEL :562-590-8728 FAX :866-381-5173",1,6,"(83, 334)","(616, 734)"
Date,0,2,"(853, 340)","(921, 370)"
By ANN BATOCABE,0,3,"(1247, 340)","(1467, 408)"
11/09/2022,0,2,"(861, 388)","(1003, 422)"
| Commodity  AFTERMARKET REPLACEMENT AUTO PARTS  Pick-Up Ref. No. PO# 22?,0,7,"(851, 442)","(1231, 622)"
Total Pkgs. 415 PKGS 40'HQ x 1,0,5,"(1247, 444)","(1395, 536)"
Pick-Up Contact,0,8,"(1245, 550)","(1455, 586)"
Pick-Up Date/Time,0,9,"(849, 654)","(1088, 694)"
"Deliver To : MBI AUTO  800 WEST GRANT STREET PHOENIX, AZ 85007",1,10,"(85, 764)","(434, 890)"
Delivery Ref. No. SH22A09644,0,11,"(850, 760)","(1062, 834)"
Delivery Contact,0,12,"(1244, 760)","(1462, 801)"
Delivery Date/Time,0,13,"(850, 866)","(1092, 907)"
Last Free Day,0,14,"(1247, 866)","(1423, 908)"
"Bill To:  LEADER AIR & SEA, INC. 1200 NORTH ARLINGTON HEIGHTS ROAD, SUITE 230 ITASCA, IL 60143 EIN#:16-1721246 ATTN: ALLEN HSU FMC-OTI No. 026690N TEL : 630-616-1860 FAX : 630-616-1861 Container No. : I.T. No:  CSNU8051792 / 40'HQ / CN872159 / 415PKGS / 8382KGS / 18478.96LBS",1,20,"(85, 976)","(787, 1288)"
Billing Reference No.,0,16,"(850, 971)","(1120, 1014)"
Carrier,0,17,"(1247, 976)","(1343, 1006)"
OIR-100040,0,16,"(861, 1026)","(1013, 1058)"
COSCO SHIPPING LINES(NORTH AMERICA)  Vessel & Voyage No,0,19,"(1246, 1018)","(1571, 1120)"
Master B/L No,0,18,"(853, 1082)","(1035, 1114)"
COSU6890316270,0,18,"(861, 1136)","(1089, 1170)"
CSCL SPRING V.050E,0,19,"(1255, 1136)","(1529, 1170)"
"‘House BILNo SH22A09644  ‘Port of Discharge LONG BEACH,CA  ‘Place of Delivery — PHOENIX,AZ",0,23,"(852, 1188)","(1083, 1402)"
AMS House BL No.  HNLTSH22A09644 E.T.A 11/16/2022  E.T.A.,0,23,"(1247, 1188)","(1521, 1362)"
MARK,0,0,"(97, 1426)","(183, 1456)"
DESCRIPTION  AFTERMARKET REPLACEMENT AUTO PARTS,0,0,"(389, 1426)","(951, 1498)"
PKGS  415 PKGS 40'HQ x 1,0,0,"(989, 1426)","(1131, 1526)"
WEIGHT  8382.00 KGS 18478.96 LBS,0,0,"(1187, 1425)","(1366, 1526)"
MEASUREMENT  69.550 CBM 2456 CFT,0,0,"(1396, 1425)","(1604, 1526)"
BTDRBAC3117 BTDRBAC3120 BTDRBAC3123 BTDRBAG3147 MBI200B15 MBI100B22 BTDFFBF2430,0,0,"(99, 1466)","(289, 1670)"
THIS SHIPMENT CONTAINS NO WOOD PACKING MATERIAL,0,0,"(389, 1522)","(865, 1584)"
SPECIAL INSTRUCTION |,0,0,"(83, 1806)","(419, 1842)"
You are requested to inform us immediately of any occurrence. Thank You for your service !,0,0,"(355, 2048)","(1372, 2140)"
text,isAddress,block_num,left_top,right_bot
KERRY,0,0,"(54, 51)","(268, 97)"
"APEX MARITIME CO. (LAX), INC.  565 BREA CANYON ROAD, SUITE #D WALNUT,CA 91789 TEL: 909-594-8828 FAX: 909-594-9199  *** DELIVERY ORDER ***",1,0,"(469, 61)","(1211, 271)"
TRUCKER/CARRIER ATIN  TELEPHONE  FAX  EMAIL,0,0,"(75, 298)","(331, 478)"
"NGL TRANSPORTATION, LLC.  DISPATCH  623-930-0932 X1004  623-937-2576  DISPATCH@NGLTRANS.COM; JESSICA@NGLT",0,0,"(351, 294)","(936, 482)"
DATE 11/22/2022  FILE 5422110254 PREPARED BY TEGUH OETOMO TEGUH.OETOMO@KERRYAPEX.COM,0,0,"(955, 297)","(1417, 444)"
"DELIVERY ADDRESS:  BUNZL ALBUQUERQUE WAREHOUSE  7601 LOS VOLCANES RD NW, SUITE 101, ALBUQUERQUE, NM 87121  CONTACT: ADAM LONGBOTHAM  PHONE: 505-839-9932  EMAIL: ADAM.LONGBOTHAM@BUNZLUSA.COM; CC: ALICE.LIU@KSUPPLYINC.COM; JOAN.LIU@KSUPPLYINC.COM; STEPHEN.LIU@KSUPPLYINC.COM",0,0,"(74, 492)","(685, 832)"
SHIPMENT DETAILS:  VESSEL/VOYAGE ARGUS / 120E  MASTER B/L ONEYNB2BDX273600 HOUSE B/L A2211542074 - 796 CTN(S),0,0,"(823, 492)","(1456, 667)"
DISCHARGE PORT,0,0,"(825, 704)","(1067, 740)"
"LOS ANGELES, CA 11/30/2022  10,684.00KGS, 23,554.16LBS 69.10CBM, 2,440.25CFT  796",0,0,"(1099, 703)","(1478, 918)"
ETA AT PORT,0,0,"(827, 750)","(1007, 786)"
WEIGHT VOLUME,0,0,"(825, 796)","(947, 874)"
PIECE COUNT,0,0,"(825, 884)","(1013, 920)"
DESCRIPTION,0,0,"(827, 930)","(1015, 966)"
PLASTIC CUPS & PLASTIC LIDS,0,0,"(1101, 928)","(1505, 964)"
"Please call for delivery appointment CARGO PICKUP LOCATION:  YUSEN TERMINALS - LOS ANGELES (Y790) Berth 214, 701 New Dock Street,  SAN PEDRO,CA 90731 United States TEL:310-548-8000 X5",1,2,"(80, 978)","(637, 1190)"
EMPTY RETURN LOCATION:,0,3,"(839, 1018)","(1241, 1054)"
CONTAINER NOS. TCNU7683516/40HD  TOTAL: 1CTNR(S),0,0,"(113, 1324)","(386, 1436)"
SEAL# CNCE16578,0,0,"(445, 1324)","(603, 1392)"
P/U#,0,0,"(685, 1324)","(777, 1360)"
PO# 22TPS-7009,0,0,"(857, 1324)","(1021, 1392)"
"KGS 10,684.00  10,684.00",0,0,"(1069, 1324)","(1210, 1440)"
L.F.D,0,0,"(1275, 1326)","(1361, 1360)"
PCS 796  796,0,0,"(1449, 1324)","(1519, 1434)"
BILL TO:,0,5,"(87, 1458)","(211, 1494)"
"APEX MARITIME CO. (LAX), INC.",0,0,"(234, 1457)","(650, 1497)"
SPECIAL INSTRUCTIONS:,0,6,"(81, 1510)","(411, 1544)"
"NOTES:  *PLEASE NOTE WE HAVE DIRECT CHASSIS BILLING WITH TRAC, DCLI, FLEXI-VAN, PLEASE DO NOT BILL US FOR CHASSIS FEES. *PLEASE VERIFY CARGO AVAILIBILITY PRIOR TO PICK UP AND ARRANGE DELIVERY PRIOR TO LAST FREE DAY.  *APEX MARITIME CO.(LAX),INC.WILL NOT BE HELD RESPONSIBLE FOR ANY DEMURRAGE/DETENTION INCURRED.  *PLEASE EMAIL: US.LAX.KAPEX.OID@KERRYAPEX.COM FOR AUTHORIZATION PRIOR TO ACCEPTIANCE FOR WAITING TIME AND ALL ADDITIONAL CHARGES NOT LISTED ON THIS DELIVERY ORDER.  *PLEASE SEND INVOICE WITH POD TO:APEX MARITIME CO.(LAX),INC. 565 BREA CANYON RD, STE D, WALNUT, CA 91789.",1,0,"(75, 1830)","(1415, 2028)"
RECEIVED IN GOOD ORDER BY:,0,0,"(77, 2068)","(489, 2104)"
DATE/TIME:,0,0,"(982, 2067)","(1150, 2107)"
Page 10f 1,0,0,"(751, 2111)","(893, 2145)"
text,isAddress,block_num,left_top,right_bot
DELIVERY ORDER,0,0,"(194, 207)","(564, 255)"
Q.C.A. Logistics Inc. 146 W. Yaphank Road Coram NY 11727 718-849-1756,1,0,"(192, 335)","(565, 525)"
DATE: 11/09/2022  REF# 18737  CUSTOMER REF# 40P-3808-2 / HEATHER TOMLINS  MB/L/MAWB# HLCULIV220887433 HB/L/HAWB#  CNTR# HLBU2927265,0,0,"(790, 344)","(1458, 679)"
CARGO LOCATION,0,0,"(194, 767)","(504, 809)"
DELIVERY ADDRESS,0,0,"(894, 767)","(1224, 809)"
UNION PACIFIC- ICTF LONG BEACH,0,2,"(215, 848)","(658, 882)"
DIRKS MOVING AND LOGISTICS,0,1,"(916, 838)","(1322, 878)"
"3600 E 36"" STREET",0,1,"(914, 897)","(1172, 940)"
"TUSCON, AZ 85713",0,1,"(913, 963)","(1168, 1003)"
INSTRUCTIONS: LFD: 11/04,0,0,"(192, 1045)","(552, 1085)"
LIVE UNLOAD,0,0,"(193, 1110)","(381, 1144)"
BILL TO Q.C.A LOGISTICS,0,0,"(195, 1171)","(518, 1208)"
TRUCKER:,0,0,"(193, 1234)","(333, 1270)"
CNTR#/SIZE/SEAL# HLBU2927265 / 20 FT,0,8,"(209, 1296)","(459, 1408)"
PIECES,0,9,"(493, 1299)","(595, 1372)"
COMMODITY USED HOUSEHOLD GOODS,0,10,"(701, 1296)","(886, 1446)"
KGS / LBS 3446 LBS,0,11,"(933, 1298)","(1069, 1372)"
CUFT ,0,0,"(1117, 1300)","(1197, 1334)"
SIGNATURE OF DELIVERY: DATE:,0,0,"(191, 1514)","(463, 1572)"
_PRINT NAME:,0,0,"(793, 1514)","(945, 1542)"
"IT IS THE RESPONSIBILITY OF THE TRUCKER TO RECOVER THE GOODS PRIOR TO THE EXPIRATION OF FREE TIME, CHARGES INCURRED AFTER THE EXPIRATION OF FREE TIME WILL BE FOR THE ACCOUNT OF THE TRUCKING COMPANY UNLESS AUTHORIZED IN WRITING BY THIS OFFICE.",0,0,"(193, 1604)","(1503, 1660)"
"Q.C.A. Logistics Inc. SHALL NOT BE LIABLE for any loss or damage to a shipment or for any delay caused by an act of God, the public enemy, the authority of law, the inherent vice of the goods or the act or default of the shipper. The burden to prove freedom from negligence is on the Carrier or the party in possession. IN NO CASE WILL CARRIER BE LIABLE FOR ANY TYPE OF CONSEQUENTIAL, SPECIAL, INDIRECT OR EXEMPLARY DAMAGES, including but not limited to loss of income or profits, regardless of whether or not Carrier knew or should have known that such damages might have been incurred, we will only pay compensation for loss, damage or delay of a package caused by our negligence, and only up to a maximum of USD 50.00 per shipment.",0,0,"(190, 1682)","(1495, 1862)"
text,isAddress,block_num,left_top,right_bot
Page :,0,0,"(1213, 79)","(1283, 113)"
DATE 11/04/22,0,0,"(1007, 133)","(1119, 187)"
‘OUR REF. NO. / BROKER REF. 2511389 2511389,0,0,"(1173, 130)","(1421, 204)"
"KEYSTONE AUTOMOTIVE INDUSTRIES D 5670 SOUTH 32ND STREET PHOENIX, AZ 85040",1,0,"(159, 160)","(655, 255)"
DELIVERY ORDER  CHARLES M. SCHAYER & CO. 9950 WEST VAN BUREN STREET #112 602-233-3855 602-233-2859,0,0,"(973, 220)","(1435, 356)"
CARRIER CMDU,0,1,"(154, 429)","(253, 488)"
VESSEL NAME EVER ENVOY,0,1,"(365, 429)","(537, 488)"
"FLIGHT/ VOYAGE # FROM PORT OF/ORIGIN AIRPORT OFTEF LOS ANGELES, CA  FREE TIME EXP. LOCAL DELIVERY OR TRANSFER BY (DELIVERY ORDER ISSUED TO) NGL TRANSPORTATION",0,4,"(640, 426)","(1403, 556)"
B/L OR AWB NO. CMDUTWNO0731224,0,2,"(93, 501)","(346, 552)"
ARRIVAL DATE 11/05/22,0,1,"(472, 501)","(606, 558)"
. NUMBER,0,6,"(274, 573)","(378, 597)"
HAWB NO.,0,7,"(794, 573)","(890, 597)"
ENTRY NO.,0,5,"(1106, 573)","(1206, 597)"
CUST. REF. NO. U0184930,0,1,"(1308, 573)","(1447, 630)"
FOR DELIVERY TO,0,1,"(333, 642)","(573, 678)"
LOCATION OF MERCHANDISE ,0,1,"(1013, 644)","(1383, 678)"
"KEYSTONE AUTOMOTIVE INDUSTRIES D 5670 SOUTH 32ND STREET  PHOENIX, AZ, 85040, US  Tel: 602-272-5911  Fax: 602-272-1530  Contact: JACK QUINN",1,8,"(107, 702)","(605, 880)"
"EVERGREEN TERMINAL T1228  FIRMS: Y124  BERTH 228/236  TERMINAL ISLAND, CA, 90731, US  eMail: OCUTRAFFIC@EVERPORT-TERMINALS.COM",0,1,"(899, 740)","(1518, 896)"
Special Instructions:,0,0,"(117, 901)","(376, 942)"
Remarks:,0,0,"(901, 906)","(1025, 936)"
Pick-Up Number:,0,0,"(889, 972)","(1103, 1008)"
Charles M. Schayer requires proof of delivery for all shipments. Please e-mail POD to :pod@schayer.com.,0,0,"(117, 997)","(693, 1058)"
NO. OF PKGS.  APHU7321668 639 Pcs,0,0,"(191, 1106)","(493, 1208)"
"DESCRIPTION OF ARTICLES, MARKS & EXCEPTIONS  AUTO ACCESSORIES",0,10,"(549, 1101)","(1194, 1172)"
"WEIGHT  8,822.00 LB 4,001.63 KG",0,9,"(1233, 1104)","(1385, 1204)"
40HC SL#,0,0,"(93, 1140)","(173, 1196)"
0.00 CFT 0.00 CBM,0,0,"(1419, 1142)","(1545, 1204)"
"THE RECEIPT OF THIS PICK/UP DELIVER ORDER WILL SERVE AS A 1. By accepting the above described goods for transit, the CARRIER agrees and PRELIMINARY NOTICE OF INTENT TO FILE CLAIM AGAINST THE acknowledges that the ""AGENT"" does not have any beneficial interest in the IMPORTING CARRIER FOR ANY DAMAGE TO AND/OR LOSS OF THE — goods described above.  SHIPMENT WITH THE UNDERSTANDING THAT THE FINAL CLAIM "" 7 2. Services performed by the CARRIER is solely for the shipper or consignee. buleravaviiee BY THE IMPORTER OR THEIR INSURANCE Agent is not assuming liability as a carrier and is solely acting as an agent for the . ShipperiConsignee.  3. CARRIER should be liable for any loss, damage, or liability occasioned by transportation of the goods described above. CARRIER agrees to indemnify, hold harmless and defend the AGENT for claims, damages, and attorney fees  THE CARRIER OR CARTMAN TO WHOM THIS ORDER [S ASSIGNED WILL BE RESPONSIBLE FOR ANY STORAGE AND DEMURRAGE CHARGES RESULTING FROM NEGLIGENCE.  IMPORTANT: NOTIFY US AT ONCE IF DELIVERY CANNOT BE EFFECTED AS INTRUCTRED.  THE “AGENT” IS NOT RESPONSIBLE FOR ANY DEMURRAGE AND/OR LOADING CHARGES.",0,0,"(87, 1275)","(1523, 1616)"
PREPAID/COLLECT  —Prepaid—,0,0,"(646, 1733)","(816, 1800)"
INLAND FREIGHT,0,0,"(103, 1742)","(365, 1778)"
"Prepared CARRIER: D.O.  By: CHRIS NELSON Received Signature: Date: CHARLES M. SCHAYER & CONSIGNEE: Freight Received Signature: Date: IMPORTANT!  This order is not valid until merchandise has been released and is available for delivery. Notify us at once if delivery cannot be delivered as instructed. NOTE: CHARLES M. SCHAYER & CO. __, is an agent only, and has no beneficial title in property.",0,11,"(79, 1834)","(1433, 2080)"
text,isAddress,block_num,left_top,right_bot
>EDRAY  VISIBILITY EXECUTION INNOVATION,0,1,"(95, 90)","(561, 195)"
Delivery Order,0,0,"(687, 141)","(1039, 217)"
Customer,0,2,"(77, 294)","(241, 334)"
Hanesbrands,0,3,"(442, 294)","(658, 334)"
Priority Program,0,8,"(897, 287)","(1046, 396)"
Work Order,0,6,"(80, 349)","(270, 389)"
605150-TRHU6715994-1,0,7,"(442, 348)","(831, 390)"
OUTWSA,0,9,"(1274, 349)","(1436, 389)"
Customer Reference,0,10,"(78, 405)","(404, 447)"
WST,0,11,"(444, 405)","(534, 445)"
Assigned Carrier,0,12,"(78, 459)","(346, 507)"
E-Freight Solutions Inc--Los Angeles,0,13,"(441, 457)","(1005, 509)"
Container Number Bill of Lading Container Size/Type  Seal,0,26,"(78, 548)","(400, 759)"
TRHU6715994,0,15,"(446, 548)","(684, 588)"
Vessel,0,16,"(902, 549)","(1018, 589)"
CMA CGM,0,17,"(1274, 549)","(1452, 589)"
CMDUSGN1706916G,0,19,"(446, 605)","(790, 645)"
Voyage Vessel ETA,0,24,"(899, 603)","(1090, 703)"
OTXCRE1MA,0,21,"(1272, 605)","(1488, 645)"
40HIGH,0,23,"(446, 661)","(582, 701)"
"11/9/22, 8:03 AM",0,0,"(1276, 661)","(1544, 705)"
C3005318,0,27,"(446, 719)","(616, 759)"
Container Weight,0,28,"(77, 797)","(357, 849)"
7598.5,0,29,"(442, 803)","(562, 843)"
Pick Up Reference Delivery Reference ,0,34,"(899, 805)","(1203, 908)"
CBM,0,32,"(80, 861)","(170, 901)"
67.67,0,33,"(442, 861)","(542, 901)"
Pick Up,0,0,"(78, 979)","(212, 1025)"
Delivery,0,0,"(899, 978)","(1041, 1025)"
Name,0,36,"(80, 1037)","(184, 1077)"
